0, 103686000
0, 103582000
0, 103146000
0, 107229000
0, 102978000
0, 103058000
0, 103050000
0, 102979000
0, 102910000
0, 102930000
1, 106567000
1, 103483000
1, 105568000
1, 103929000
1, 106123000
1, 103962000
1, 103269000
1, 105435000
1, 106171000
1, 102987000
2, 106161000
2, 102954000
2, 103553000
2, 103597000
2, 102891000
2, 102918000
2, 103328000
2, 103692000
2, 102996000
2, 102915000
3, 104438000
3, 103327000
3, 104791000
3, 102956000
3, 103058000
3, 103008000
3, 103103000
3, 102977000
3, 105071000
3, 103030000
4, 103836000
4, 110103000
4, 103124000
4, 102929000
4, 102881000
4, 102937000
4, 103162000
4, 103041000
4, 102899000
4, 103743000
5, 104403000
5, 106462000
5, 104754000
5, 102928000
5, 102874000
5, 103115000
5, 109838000
5, 106626000
5, 103048000
5, 103286000
6, 107181000
6, 103149000
6, 102906000
6, 103566000
6, 102723000
6, 102670000
6, 102875000
6, 102700000
6, 105981000
6, 103638000
7, 103162000
7, 104267000
7, 102928000
7, 102944000
7, 103005000
7, 104956000
7, 103423000
7, 103438000
7, 103317000
7, 102968000
8, 106240000
8, 102706000
8, 102995000
8, 106312000
8, 103434000
8, 106770000
8, 103034000
8, 103143000
8, 103118000
8, 103202000
9, 103311000
9, 102932000
9, 104716000
9, 102932000
9, 102953000
9, 103628000
9, 104535000
9, 102692000
9, 102697000
9, 103933000
10, 103625000
10, 103277000
10, 103557000
10, 102909000
10, 102953000
10, 103399000
10, 103402000
10, 104200000
10, 102684000
10, 103090000
11, 103040000
11, 104027000
11, 105265000
11, 102786000
11, 103750000
11, 104063000
11, 103256000
11, 104049000
11, 102914000
11, 103577000
12, 103043000
12, 102939000
12, 102868000
12, 102966000
12, 105700000
12, 102529000
12, 103017000
12, 103110000
12, 107555000
12, 103691000
13, 103106000
13, 102879000
13, 103718000
13, 102681000
13, 102653000
13, 105699000
13, 103587000
13, 104097000
13, 107738000
13, 102959000
14, 103979000
14, 105402000
14, 103396000
14, 105528000
14, 102904000
14, 103036000
14, 103251000
14, 103840000
14, 102977000
14, 103685000
15, 107515000
15, 102670000
15, 102611000
15, 102611000
15, 102687000
15, 102742000
15, 102609000
15, 102843000
15, 103316000
15, 104186000
16, 103405000
16, 102650000
16, 102704000
16, 102647000
16, 102607000
16, 103110000
16, 102660000
16, 114891000
