0, 103788900
0, 103019700
0, 105931100
0, 102658400
0, 107190300
0, 102767700
0, 104184900
0, 104004600
0, 103551100
0, 105144700
1, 102229600
1, 102205400
1, 102697100
1, 102457100
1, 102696300
1, 103992900
1, 102598800
1, 103863100
1, 102421100
1, 102515200
2, 102184900
2, 102239500
2, 102183000
2, 102345700
2, 102771000
2, 103512600
2, 102382500
2, 103808600
2, 109321800
2, 105028700
3, 103751100
3, 102760200
3, 105481100
3, 102779400
3, 107651800
3, 103577100
3, 102265200
3, 102940400
3, 101889600
3, 103747600
4, 102266900
4, 104450500
4, 102447000
4, 102254900
4, 102881100
4, 102290200
4, 103507800
4, 102377100
4, 102202600
4, 102441000
5, 102448500
5, 102416900
5, 102242800
5, 102236800
5, 105752600
5, 106495800
5, 104017200
5, 102176400
5, 102088400
5, 102150800
6, 102387600
6, 102280300
6, 105202700
6, 102581600
6, 106790400
6, 104072800
6, 106865800
6, 102742200
6, 102218900
6, 105096500
7, 102678400
7, 102302400
7, 102363100
7, 107661600
7, 108495900
7, 106216900
7, 102243800
7, 102653100
7, 102152000
7, 103190200
8, 102521100
8, 102712000
8, 105751800
8, 102821900
8, 102778800
8, 104816400
8, 102380800
8, 104383600
8, 102158200
8, 102178500
9, 102454200
9, 102720900
9, 103274500
9, 105851100
9, 108321600
9, 102874800
9, 102179500
9, 102088100
9, 102131500
9, 102490200
10, 102395600
10, 102772200
10, 103197200
10, 102162300
10, 103809300
10, 106595400
10, 107161600
10, 104508900
10, 102242000
10, 102411500
11, 102322400
11, 102683800
11, 104517900
11, 104458100
11, 104044600
11, 102181200
11, 102946500
11, 102943700
11, 105573600
11, 102290500
12, 102171100
12, 102257600
12, 103245700
12, 102531500
12, 103284600
12, 101915100
12, 102366700
12, 102914900
12, 103026000
12, 102090200
13, 102495400
13, 104039400
13, 102703500
13, 108615500
13, 102793800
13, 102293400
13, 103179000
13, 103151300
13, 103957300
13, 102315700
14, 106379400
14, 103480500
14, 103465800
14, 103991300
14, 102247400
14, 106258600
14, 102201300
14, 105996100
14, 102328900
14, 102277000
15, 103949200
15, 106308900
15, 108406000
15, 102526800
15, 105545100
15, 102174000
15, 104346400
15, 102910300
15, 102470500
15, 102709500
