0, 16279700
0, 14136100
0, 14127500
0, 15516900
0, 14146500
0, 14236100
0, 14130900
0, 14474500
0, 14250500
0, 14096700
1, 14173900
1, 18082400
1, 14582000
1, 14483400
1, 14753300
1, 18585700
1, 14093300
1, 14158900
1, 14123400
1, 14082200
2, 14127200
2, 14103200
2, 16401700
2, 14733000
2, 14125000
2, 14120000
2, 14111200
2, 14112000
2, 14104600
2, 14104400
3, 14131000
3, 14125300
3, 14305500
3, 14192400
3, 14144500
3, 14117800
3, 14101700
3, 14096100
3, 14113000
3, 14109900
4, 14107000
4, 14099300
4, 14104600
4, 15015200
4, 14241100
4, 14101400
4, 14113400
4, 14127800
4, 14206400
4, 14099500
5, 14090000
5, 14111000
5, 14066400
5, 14099200
5, 14192200
5, 14092600
5, 14200700
5, 14101900
5, 14129000
5, 14694200
6, 14422400
6, 14283700
6, 14292300
6, 15588700
6, 14109400
6, 14134500
6, 14081600
6, 14174200
6, 14182700
6, 14097000
7, 14109700
7, 14100100
7, 14138900
7, 15459600
7, 14313500
7, 14176200
7, 14099900
7, 14080100
7, 14092500
7, 14199000
8, 14847200
8, 14421500
8, 14703900
8, 15242800
8, 14135100
8, 14107200
8, 14090700
8, 14211200
8, 14125000
8, 14099000
9, 14083300
9, 14067900
9, 14066400
9, 14065200
9, 14067200
9, 14065500
9, 14082300
9, 14097200
9, 14069700
9, 14968800
10, 14121900
10, 14124500
10, 14110700
10, 14530300
10, 14131600
10, 14128900
10, 14108800
10, 14104600
10, 14109700
10, 14110200
11, 14126000
11, 14109500
11, 14130500
11, 14116600
11, 14257600
11, 14525400
11, 14366700
11, 14523000
11, 14420700
11, 14901400
12, 14186000
12, 14161800
12, 14152700
12, 14130900
12, 14132400
12, 14135500
12, 14117200
12, 14135600
12, 14302100
12, 14163500
13, 14125300
13, 14158900
13, 14126600
13, 14190800
13, 14125400
13, 14117100
13, 14113900
13, 14102500
13, 14109900
13, 14085400
14, 14111300
14, 14125800
14, 14178500
14, 14160200
14, 14133000
14, 14569300
14, 14221200
14, 14155400
14, 14159700
14, 14138400
15, 14168400
15, 14083800
15, 14095100
15, 14074900
15, 14248800
15, 14474100
15, 14326000
15, 14149600
15, 14087800
15, 14144000
16, 14353700
